,trackId,frame,xCenter,yCenter
44022,4,7080,172.10544,-38.54658
44023,5,7080,176.66281999999998,-36.86264
44024,96,7080,120.86202,-86.18435
44025,98,7080,128.59306999999998,-33.7168
44026,99,7080,110.48097,-65.75216
44027,100,7080,70.7691,-89.13112
44028,101,7080,139.18534,-68.69143000000001
44223,4,7110,172.10544,-38.54658
44224,5,7110,176.66281999999998,-36.86264
44225,96,7110,126.2356,-83.47584
44226,98,7110,128.13166999999999,-35.20395
44227,99,7110,101.26411,-70.21224000000001
44228,101,7110,156.32251000000002,-60.8792
44403,4,7140,172.10544,-38.54658
44404,5,7140,176.66281999999998,-36.86264
44405,96,7140,131.59885,-80.83527
44406,98,7140,127.72956,-36.68383
44407,99,7140,92.05301999999999,-74.8806
44408,101,7140,173.05032,-53.44494
44568,4,7170,172.10544,-38.54658
44569,5,7170,176.66281999999998,-36.86264
44570,96,7170,136.60087,-77.9606
44571,98,7170,127.42782,-38.22704
44572,99,7170,82.91213,-79.76321999999999
44699,4,7200,172.10544,-38.54658
44700,5,7200,176.66281999999998,-36.86264
44701,98,7200,127.0695,-39.66713
44702,99,7200,73.68845,-84.82307
44842,4,7230,172.10544,-38.54658
44843,5,7230,176.66281999999998,-36.86264
44844,98,7230,126.48506,-41.057959999999994
44845,99,7230,64.64976999999999,-90.09578
44846,102,7230,163.71833999999998,-46.80682
44847,103,7230,133.21964,-24.25091
45022,4,7260,172.10544,-38.54658
45023,5,7260,176.66281999999998,-36.86264
45024,98,7260,125.78545,-42.44227
45025,99,7260,55.6178,-95.47908000000001
45026,102,7260,143.88971999999998,-54.685469999999995
45027,103,7260,131.91391000000002,-33.16789
45178,4,7290,172.10544,-38.54658
45179,5,7290,176.66281999999998,-36.86264
45180,98,7290,125.2039,-43.90791
45181,102,7290,124.09183999999999,-63.48585
45182,103,7290,130.84097,-40.55611
45328,4,7320,172.10544,-38.54658
45329,5,7320,176.66281999999998,-36.86264
45330,98,7320,124.5268,-45.34551
45331,102,7320,104.51387,-73.27920999999999
45332,103,7320,129.86935,-46.73105
45478,4,7350,172.10544,-38.54658
45479,5,7350,176.66281999999998,-36.86264
45480,98,7350,123.79971,-46.7134
45481,102,7350,85.27405,-83.82472
45482,103,7350,128.97901000000002,-51.77175
45656,4,7380,172.10544,-38.54658
45657,5,7380,176.66281999999998,-36.86264
45658,98,7380,123.00806000000001,-48.003440000000005
45659,102,7380,66.43054000000001,-94.6033
45660,103,7380,126.57928000000001,-57.337340000000005
45661,104,7380,131.35217,-35.3932
45829,4,7410,172.10544,-38.54658
45830,5,7410,176.66281999999998,-36.86264
45831,98,7410,122.11921000000001,-49.20982
45832,103,7410,120.24033,-62.12415
45833,104,7410,130.58495,-41.634170000000005
45834,105,7410,70.05884,-99.92363
46009,4,7440,172.10544,-38.54658
46010,5,7440,176.66281999999998,-36.86264
46011,98,7440,121.10073,-50.31835
46012,103,7440,110.4267,-66.92053
46013,104,7440,129.77028,-46.691759999999995
46014,105,7440,90.66034,-88.86518000000001
46243,4,7470,172.10544,-38.54658
46244,5,7470,176.66281999999998,-36.86264
46245,98,7470,119.93588999999999,-51.29773
46246,103,7470,98.11161,-72.89898000000001
46247,104,7470,128.95728,-50.27906
46248,105,7470,109.24746,-79.30348000000001
46249,106,7470,80.43831999999999,-94.73616
46250,107,7470,131.75721000000001,-36.256240000000005
46493,4,7500,172.10544,-38.54658
46494,5,7500,176.66281999999998,-36.86264
46495,98,7500,118.64249,-52.100359999999995
46496,103,7500,85.13105,-79.71658000000001
46497,104,7500,128.22708,-52.72091999999999
46498,105,7500,125.03391,-70.8881
46499,106,7500,98.36629,-85.2877
46500,107,7500,131.08121,-42.097190000000005
46501,108,7500,68.05614,-101.71584
46778,4,7530,172.10544,-38.54658
46779,5,7530,176.66281999999998,-36.86264
46780,98,7530,117.3113,-52.84754
46781,103,7530,70.75195,-88.07709
46782,104,7530,126.43672,-56.91211
46783,105,7530,137.37507,-59.93925
46784,106,7530,115.67347,-76.37901
46785,107,7530,130.23266999999998,-46.89075
46786,108,7530,84.98997,-91.99141
46787,109,7530,132.41743,-26.784470000000002
47083,4,7560,172.10544,-38.54658
47084,5,7560,176.66281999999998,-36.86264
47085,98,7560,116.05255,-53.7219
47086,104,7560,121.2224,-63.055040000000005
47087,105,7560,143.47349,-45.2083
47088,106,7560,133.23371,-67.80753
47089,107,7560,129.36639,-50.326029999999996
47090,108,7560,101.18092,-83.51496999999999
47091,109,7560,131.66597,-32.92238
47092,110,7560,71.51765999999999,-103.88481999999999
47383,4,7590,172.10544,-38.54658
47384,5,7590,176.66281999999998,-36.86264
47385,98,7590,114.6997,-54.52315
47386,104,7590,113.59239,-68.37465
47387,105,7590,144.59949,-28.5925
47388,106,7590,151.62151,-59.23829
47389,107,7590,128.89945,-51.62749
47390,108,7590,115.60189,-76.20394
47391,109,7590,130.95899,-38.3218
47392,110,7590,90.84107,-93.07836
47685,4,7620,172.10544,-38.54658
47686,5,7620,176.66281999999998,-36.86264
47687,98,7620,113.35486000000002,-55.407669999999996
47688,104,7620,104.31522,-74.1115
47689,106,7620,170.61506,-50.650290000000005
47690,107,7620,128.79336999999998,-51.90676
47691,108,7620,127.24864,-70.01167
47692,109,7620,130.55776,-41.42328
47693,110,7620,110.34451000000001,-82.97671
47694,111,7620,170.09885,-44.507290000000005
48010,4,7650,172.10544,-38.54658
48011,5,7650,176.66281999999998,-36.86264
48012,98,7650,111.99716000000001,-56.25789
48013,104,7650,91.96463,-82.26353
48014,107,7650,128.45463999999998,-52.73114
48015,108,7650,135.76051,-64.9297
48016,109,7650,130.30059,-43.2467
48017,110,7650,129.77366999999998,-73.32188000000001
48018,111,7650,153.85441,-50.878659999999996
48019,112,7650,77.63101,-95.59557
48020,113,7650,91.61803,-92.57961
48369,4,7680,172.10544,-38.54658
48370,5,7680,176.66281999999998,-36.86264
48371,98,7680,110.54435,-56.964240000000004
48372,104,7680,78.45767,-90.89533
48373,107,7680,126.39533,-55.83874
48374,108,7680,142.61803999999998,-60.07816
48375,109,7680,130.07846999999998,-44.72133
48376,110,7680,148.9879,-64.27484
48377,111,7680,137.24172,-57.80565
48378,112,7680,92.09015,-87.99479000000001
48379,113,7680,109.07462,-83.33324
48380,114,7680,80.92284000000001,-98.05119
48758,4,7710,172.10544,-38.54658
48759,5,7710,176.66281999999998,-36.86264
48760,98,7710,109.04418999999999,-57.58478
48761,104,7710,64.00545,-99.76844
48762,107,7710,121.8501,-59.68577
48763,108,7710,146.7784,-52.564319999999995
48764,109,7710,129.65691999999999,-46.83093
48765,110,7710,168.0098,-55.77373000000001
48766,111,7710,120.41755,-65.40252
48767,112,7710,105.59746000000001,-81.22164000000001
48768,113,7710,126.4233,-74.64243
48769,114,7710,97.85088,-88.94265
48770,115,7710,79.48423000000001,-99.04977
49101,4,7740,172.10544,-38.54658
49102,5,7740,176.66281999999998,-36.86264
49103,98,7740,107.57975,-58.20541
49104,107,7740,114.73958999999999,-64.12816
49105,108,7740,147.51138,-43.0485
49106,109,7740,128.8971,-49.680209999999995
49107,111,7740,103.39666,-73.71714
49108,112,7740,117.53883,-75.32032
49109,113,7740,143.65367,-66.52875999999999
49110,114,7740,114.76133999999999,-80.26724
49111,115,7740,95.07389,-90.52034
49431,4,7770,172.10544,-38.54658
49432,5,7770,176.66281999999998,-36.86264
49433,98,7770,106.18609,-58.8852
49434,107,7770,103.64475,-70.0893
49435,108,7770,146.42606,-32.24505
49436,109,7770,128.1167,-52.15238
49437,111,7770,86.15657,-82.7442
49438,112,7770,127.44883999999999,-70.15046
49439,113,7770,160.83244,-58.89042
49440,114,7770,131.64433,-71.94748
49441,115,7770,110.49293,-82.36054
49771,4,7800,172.10544,-38.54658
49772,5,7800,176.66281999999998,-36.86264
49773,98,7800,104.8374,-59.625569999999996
49774,107,7800,90.74476999999999,-76.95564
49775,108,7800,145.4464,-19.62878
49776,109,7800,126.68616000000002,-55.646609999999995
49777,111,7800,68.79879,-92.52669
49778,112,7800,134.91751000000002,-64.90699000000001
49779,114,7800,148.53132,-64.13886
49780,115,7800,126.33178000000001,-74.47705
49781,116,7800,131.7522,-33.5283
50065,4,7830,172.10544,-38.54658
50066,5,7830,176.66281999999998,-36.86264
50067,98,7830,103.44226,-60.346740000000004
50068,107,7830,75.73995,-85.19283
50069,109,7830,123.35606000000001,-60.58695
50070,112,7830,140.84393,-57.985009999999996
50071,114,7830,165.2766,-56.977230000000006
50072,115,7830,142.76403,-66.81419
50073,116,7830,130.96504,-38.989290000000004
50321,4,7860,172.10544,-38.54658
50322,5,7860,176.66281999999998,-36.86264
50323,98,7860,102.08036,-61.09335
50324,107,7860,58.07253000000001,-95.52886
50325,109,7860,118.5719,-64.94325
50326,112,7860,144.95875,-48.88694
50327,115,7860,159.44337,-59.5721
50328,116,7860,130.06675,-44.44344
50528,4,7890,172.10544,-38.54658
50529,5,7890,176.66281999999998,-36.86264
50530,98,7890,100.72903000000001,-61.7881
50531,109,7890,111.1928,-69.3114
50532,112,7890,146.40684,-38.155640000000005
50533,116,7890,128.88953,-49.393879999999996
50534,117,7890,64.13478,-107.85713
50749,4,7920,172.10544,-38.54658
50750,5,7920,176.66281999999998,-36.86264
50751,98,7920,99.33844,-62.47962
50752,109,7920,101.28944,-75.1331
50753,112,7920,146.20318999999998,-26.0731
50754,116,7920,127.41426000000001,-53.53396
50755,117,7920,88.52141,-93.8023
50756,118,7920,172.56429,-41.52175
51007,4,7950,172.10544,-38.54658
51008,5,7950,176.66281999999998,-36.86264
51009,98,7950,97.97065,-63.23376
51010,109,7950,90.57619,-82.08219
51011,116,7950,126.72493,-54.962430000000005
51012,117,7950,113.99197,-80.50936
51013,118,7950,163.59735,-43.28046
51014,119,7950,164.60488,-47.40773
51015,120,7950,66.48996,-106.91518
51281,4,7980,172.10544,-38.54658
51282,5,7980,176.66281999999998,-36.86264
51283,98,7980,96.54267,-63.95799
51284,109,7980,79.79338,-89.53993
51285,116,7980,126.69183999999998,-54.99853
51286,117,7980,139.90243,-68.20709000000001
51287,118,7980,156.48498999999998,-41.8771
51288,119,7980,146.4637,-54.62515
51289,120,7980,84.80564,-96.24194
51290,121,7980,174.25191,-43.09714
51581,4,8010,172.10544,-38.54658
51582,5,8010,176.66281999999998,-36.86264
51583,98,8010,95.10475,-64.65941
51584,109,8010,67.47529,-97.6572
51585,116,8010,126.36267,-55.518390000000004
51586,117,8010,165.70434,-56.83238000000001
51587,118,8010,150.95009,-37.58028
51588,119,8010,126.55385,-63.14601999999999
51589,120,8010,103.28146,-86.36626
51590,121,8010,156.68444,-50.14777
51857,4,8040,172.10544,-38.54658
51858,5,8040,176.66281999999998,-36.86264
51859,98,8040,93.69954,-65.42459000000001
51860,116,8040,124.98553999999999,-57.16641
51861,118,8040,147.41493,-30.76207
51862,119,8040,105.24323999999999,-73.58548
51863,120,8040,121.83585,-77.05229
51864,121,8040,138.34049,-58.03533
52097,4,8070,172.10544,-38.54658
52098,5,8070,176.66281999999998,-36.86264
52099,98,8070,92.39988000000001,-66.21595
52100,116,8070,121.70858999999999,-59.83641
52101,118,8070,146.34713,-22.77471
52102,119,8070,83.06755,-86.05854000000001
52103,120,8070,140.47412,-68.17747
52104,121,8070,119.3173,-66.53078000000001
52336,4,8100,172.10544,-38.54658
52337,5,8100,176.66281999999998,-36.86264
52338,98,8100,90.99393,-66.93613
52339,116,8100,116.06838,-63.31001
52340,119,8100,61.72778,-99.46709
52341,120,8100,159.23986000000002,-59.682480000000005
52342,121,8100,99.6442,-75.65212
52343,122,8100,174.94914,-41.29123
52543,4,8130,172.10544,-38.54658
52544,5,8130,176.66281999999998,-36.86264
52545,98,8130,89.56208000000001,-67.55116
52546,116,8130,109.85913000000001,-66.53214
52547,121,8130,79.46656999999999,-85.49311999999999
52548,122,8130,158.19635,-46.88467
52730,4,8160,172.10544,-38.54658
52731,5,8160,176.66281999999998,-36.86264
52732,98,8160,88.14666,-68.04773
52733,116,8160,102.51142,-70.86255
52734,121,8160,59.2728,-96.29916
52735,122,8160,140.83389,-53.251169999999995
52736,123,8160,172.87702,-43.28833
52912,4,8190,172.10544,-38.54658
52913,5,8190,176.66281999999998,-36.86264
52914,98,8190,87.02601999999999,-68.3756
52915,116,8190,94.0619,-77.00705
52916,122,8190,123.3316,-60.76631999999999
52917,123,8190,155.96858999999998,-49.791990000000006
53092,4,8220,172.10544,-38.54658
53093,5,8220,176.66281999999998,-36.86264
53094,98,8220,86.35774,-68.53686
53095,116,8220,84.47189,-84.52394
53096,122,8220,105.58267,-69.057
53097,123,8220,139.03883000000002,-56.82945
53278,4,8250,172.10544,-38.54658
53279,5,8250,176.66281999999998,-36.86264
53280,98,8250,85.89043000000001,-68.71588
53281,116,8250,73.33654,-92.81259
53282,122,8250,87.72845,-78.29481
53283,123,8250,122.41526999999999,-64.31544
53284,124,8250,131.99381,-31.00974
53488,4,8280,172.10544,-38.54658
53489,5,8280,176.66281999999998,-36.86264
53490,98,8280,85.52611999999999,-68.86523000000001
53491,116,8280,61.57983,-100.68806
53492,122,8280,69.85096,-88.50647
53493,123,8280,106.08503999999999,-72.25585
53494,124,8280,130.56183000000001,-41.03546
53663,4,8310,172.10544,-38.54658
53664,5,8310,176.66281999999998,-36.86264
53665,98,8310,85.03369,-69.00922
53666,123,8310,90.05408,-80.72464000000001
53667,124,8310,128.93483999999998,-48.50205
53813,4,8340,172.10544,-38.54658
53814,5,8340,176.66281999999998,-36.86264
53815,98,8340,84.18043,-69.90607
53816,123,8340,74.27296,-89.7526
53817,124,8340,126.61973,-54.07683000000001
53970,4,8370,172.10544,-38.54658
53971,5,8370,176.66281999999998,-36.86264
53972,98,8370,83.00583,-70.7719
53973,124,8370,121.32521000000001,-59.89467
53974,125,8370,170.69603,-42.79548
54141,4,8400,172.10544,-38.54658
54142,5,8400,176.66281999999998,-36.86264
54143,98,8400,81.72154,-71.57576
54144,124,8400,112.24971000000001,-65.49384
54145,125,8400,150.48938,-49.96096
54146,126,8400,77.70347,-100.24551
54321,4,8430,172.10544,-38.54658
54322,5,8430,176.66281999999998,-36.86264
54323,98,8430,80.48668,-72.48754
54324,124,8430,100.12549,-71.71871
54325,125,8430,130.74321,-57.79213000000001
54326,126,8430,97.406,-89.59732
54517,4,8460,172.10544,-38.54658
54518,5,8460,176.66281999999998,-36.86264
54519,98,8460,79.16663,-73.19657
54520,124,8460,86.76241999999999,-78.80976
54521,125,8460,111.8444,-66.11107
54522,126,8460,117.13901000000001,-79.47057
54523,127,8460,132.28212,-29.11168
54727,4,8490,172.10544,-38.54658
54728,5,8490,176.66281999999998,-36.86264
54729,98,8490,77.86052,-73.82948
54730,124,8490,72.20204,-86.68032
54731,125,8490,93.7986,-75.00686
54732,126,8490,136.8359,-69.83399
54733,127,8490,130.82788,-39.90597
54936,4,8520,172.10544,-38.54658
54937,5,8520,176.66281999999998,-36.86264
54938,98,8520,76.44811999999999,-74.48508000000001
54939,125,8520,76.45568,-84.60823
54940,126,8520,156.49966,-60.95145
54941,127,8520,128.86546,-49.43619
55116,4,8550,172.10544,-38.54658
55117,5,8550,176.66281999999998,-36.86264
55118,98,8550,75.16657,-75.25567
55119,125,8550,59.45945,-94.7446
55120,126,8550,175.29289,-52.70802
55121,127,8550,123.81985,-58.98543000000001
55245,4,8580,172.10544,-38.54658
55246,5,8580,176.66281999999998,-36.86264
55247,127,8580,115.02856000000001,-67.41369
55248,128,8580,71.79198000000001,-103.37169
55393,4,8610,172.10544,-38.54658
55394,5,8610,176.66281999999998,-36.86264
55395,127,8610,103.4512,-74.84464
55396,128,8610,90.98268,-92.65451
55397,129,8610,76.3807,-96.94248
55543,4,8640,172.10544,-38.54658
55544,5,8640,176.66281999999998,-36.86264
55545,127,8640,90.43204,-82.91965
55546,128,8640,110.07151,-82.78011
55547,129,8640,91.0713,-88.9983
55693,4,8670,172.10544,-38.54658
55694,5,8670,176.66281999999998,-36.86264
55695,127,8670,76.081,-91.74110999999999
55696,128,8670,129.30581999999998,-73.36027
55697,129,8670,104.78701,-81.28636
55856,4,8700,172.10544,-38.54658
55857,5,8700,176.66281999999998,-36.86264
55858,127,8700,61.250609999999995,-100.742
55859,128,8700,148.49711000000002,-64.27394
55860,129,8700,116.93741000000001,-75.25914
55861,130,8700,139.69062,-58.921459999999996
56032,4,8730,172.10544,-38.54658
56033,5,8730,176.66281999999998,-36.86264
56034,129,8730,126.88526999999999,-70.05059
56035,130,8730,144.40358,-50.59225
56036,131,8730,80.12472,-99.23168000000001
56182,4,8760,172.10544,-38.54658
56183,5,8760,176.66281999999998,-36.86264
56184,129,8760,134.77393,-64.16663
56185,130,8760,146.82686999999999,-41.32658
56186,131,8760,96.23940999999999,-90.26541
56340,4,8790,172.10544,-38.54658
56341,5,8790,176.66281999999998,-36.86264
56342,129,8790,140.30008999999998,-57.93336
56343,130,8790,147.40008,-32.43844
56344,131,8790,111.82443,-81.93191
56345,132,8790,68.43151999999999,-111.69655
56520,4,8820,172.10544,-38.54658
56521,5,8820,176.66281999999998,-36.86264
56522,129,8820,144.01404,-51.08869
56523,130,8820,147.48605,-24.38649
56524,131,8820,126.85218,-74.30873000000001
56525,132,8820,77.10543,-107.59483999999999
56682,4,8850,172.10544,-38.54658
56683,5,8850,176.66281999999998,-36.86264
56684,129,8850,146.02879,-43.02901
56685,131,8850,141.63795,-67.45158
56686,132,8850,85.91059,-103.55726999999999
56687,133,8850,74.65968000000001,-98.06425
56688,134,8850,66.06874,-107.23961000000001
56910,4,8880,172.10544,-38.54658
56911,5,8880,176.66281999999998,-36.86264
56912,129,8880,145.84582,-35.012229999999995
56913,131,8880,156.32447,-60.989509999999996
56914,132,8880,94.60799,-99.42774
56915,133,8880,92.75296999999999,-88.13374
56916,134,8880,81.86735999999999,-98.18063000000001
56917,135,8880,131.57076999999998,-34.09843
57150,4,8910,172.10544,-38.54658
57151,5,8910,176.66281999999998,-36.86264
57152,129,8910,144.01009,-25.39694
57153,131,8910,171.02336,-54.78805
57154,132,8910,103.42483,-95.03799000000001
57155,133,8910,108.2656,-80.01881
57156,134,8910,97.87472,-89.53971
57157,135,8910,130.28311000000002,-42.03707
57354,4,8940,172.10544,-38.54658
57355,5,8940,176.66281999999998,-36.86264
57356,132,8940,111.82871999999999,-90.3184
57357,133,8940,121.01886999999999,-73.53667
57358,134,8940,113.9244,-81.34669
57359,135,8940,128.62065,-48.835
57556,4,8970,172.10544,-38.54658
57557,5,8970,176.66281999999998,-36.86264
57558,132,8970,120.04111,-86.08648000000001
57559,133,8970,131.67367,-66.17976999999999
57560,134,8970,129.82196000000002,-73.56975
57561,135,8970,125.05051999999999,-55.54099
57562,136,8970,131.42425,-35.372690000000006
57563,137,8970,149.30411999999998,-11.82388
57809,4,9000,172.10544,-38.54658
57810,5,9000,176.66281999999998,-36.86264
57811,132,9000,128.07571000000002,-82.26191
57812,133,9000,139.24403,-56.69795
57813,134,9000,145.93138000000002,-65.90120999999999
57814,135,9000,119.23577,-60.89131
57815,136,9000,130.33371,-43.289609999999996
57816,137,9000,150.11175,-13.63465
57817,138,9000,149.59184,-19.23785
58102,4,9030,172.10544,-38.54658
58103,5,9030,176.66281999999998,-36.86264
58104,132,9030,135.80927,-78.11072
58105,133,9030,142.70113,-45.1985
58106,134,9030,162.29292,-58.3866
58107,135,9030,112.0865,-64.99772
58108,136,9030,129.04211,-50.02176
58109,137,9030,150.30706999999998,-15.701929999999999
58110,138,9030,150.00381000000002,-20.81984
58111,139,9030,149.78456,-12.22586
58402,4,9060,172.10544,-38.54658
58403,5,9060,176.66281999999998,-36.86264
58404,133,9060,143.2971,-32.49422
58405,135,9060,104.49373,-69.12448
58406,136,9060,125.89076000000001,-56.60981999999999
58407,137,9060,149.57941,-18.30252
58408,138,9060,150.20253,-22.45346
58409,139,9060,150.02347,-13.953029999999998
58410,140,9060,163.34287,-46.77085
58411,141,9060,150.21313999999998,-20.86655
58687,4,9090,172.10544,-38.54658
58688,5,9090,176.66281999999998,-36.86264
58689,135,9090,96.15082,-73.70226
58690,136,9090,119.11183999999999,-62.18216999999999
58691,137,9090,149.6201,-19.75957
58692,138,9090,150.26941000000002,-24.07548
58693,139,9090,150.12675,-15.82293
58694,140,9090,148.1821,-53.13215
58695,141,9090,150.49116999999998,-22.34286
58985,4,9120,172.10544,-38.54658
58986,5,9120,176.66281999999998,-36.86264
58987,135,9120,86.57231,-79.13203
58988,136,9120,109.62676,-67.0733
58989,137,9120,149.54432,-21.252489999999998
58990,138,9120,150.03222,-25.63513
58991,139,9120,150.17906000000002,-17.80823
58992,140,9120,133.14158999999998,-59.79864
58993,141,9120,150.74303,-23.94502
58994,142,9120,150.80546999999999,-21.75805
59294,4,9150,172.10544,-38.54658
59295,5,9150,176.66281999999998,-36.86264
59296,135,9150,75.45918,-85.35481999999999
59297,136,9150,98.30708,-72.57773
59298,137,9150,149.82447,-22.66149
59299,138,9150,149.12273000000002,-27.24754
59300,139,9150,150.25835,-19.785870000000003
59301,140,9150,118.51276000000001,-66.64917
59302,141,9150,151.3004,-25.53586
59303,142,9150,150.99969,-23.71921
59304,143,9150,132.20886000000002,-31.96642
59624,4,9180,172.10544,-38.54658
59625,5,9180,176.66281999999998,-36.86264
59626,135,9180,63.16803,-92.34926999999999
59627,136,9180,85.43725,-79.32354000000001
59628,137,9180,149.78758,-24.10831
59629,138,9180,147.82859,-28.635040000000004
59630,139,9180,150.40611,-21.73996
59631,140,9180,103.68828,-73.92795
59632,141,9180,152.01851000000002,-27.054209999999998
59633,142,9180,151.33472,-25.69199
59634,143,9180,130.9789,-41.52281
59939,4,9210,172.10544,-38.54658
59940,5,9210,176.66281999999998,-36.86264
59941,136,9210,71.55301,-87.1417
59942,137,9210,149.00683,-25.5319
59943,138,9210,146.58452,-29.961170000000003
59944,139,9210,150.86944,-23.61907
59945,140,9210,88.39851,-81.89383000000001
59946,141,9210,152.77211,-28.60008
59947,142,9210,151.94175,-27.72761
59948,143,9210,129.44408,-49.38597
60267,4,9240,172.10544,-38.54658
60268,5,9240,176.66281999999998,-36.86264
60269,136,9240,58.0105,-95.17579
60270,137,9240,148.06849,-26.844790000000003
60271,138,9240,145.29608000000002,-31.194670000000002
60272,139,9240,151.32348000000002,-25.6428
60273,140,9240,73.01504,-90.48185
60274,141,9240,153.69612,-30.0176
60275,142,9240,152.67247,-29.699509999999997
60276,143,9240,125.02382,-57.39906
60277,144,9240,165.2696,-45.87996
60278,145,9240,136.62527,-77.50177
60597,4,9270,172.10544,-38.54658
60598,5,9270,176.66281999999998,-36.86264
60599,137,9270,146.93997,-27.92939
60600,138,9270,144.02212,-32.288709999999995
60601,139,9270,152.05862,-27.495070000000002
60602,141,9270,154.79211,-31.221859999999996
60603,142,9270,153.75016000000002,-31.502509999999997
60604,143,9270,116.00301,-63.57317
60605,144,9270,147.09348,-53.33565
60606,145,9270,130.16369,-80.9704
60897,4,9300,172.10544,-38.54658
60898,5,9300,176.66281999999998,-36.86264
60899,137,9300,145.68426000000002,-28.940920000000002
60900,138,9300,142.73462,-33.30684
60901,139,9300,152.96088,-29.24304
60902,141,9300,155.87327,-32.3793
60903,142,9300,155.09451,-33.08858
60904,143,9300,104.19165,-69.64053
60905,144,9300,129.24326000000002,-61.364540000000005
60906,145,9300,123.73572,-84.01516
61197,4,9330,172.10544,-38.54658
61198,5,9330,176.66281999999998,-36.86264
61199,137,9330,144.51935,-29.91542
61200,138,9330,141.50293,-34.333420000000004
61201,139,9330,153.99254,-30.81996
61202,141,9330,157.07192,-33.43853
61203,142,9330,156.61145,-34.54594
61204,143,9330,91.09942,-76.40675999999999
61205,144,9330,111.92284,-69.75876
61206,145,9330,117.46642,-86.88266
61497,4,9360,172.10544,-38.54658
61498,5,9360,176.66281999999998,-36.86264
61499,137,9360,143.52514,-30.923240000000003
61500,138,9360,140.40816,-35.205870000000004
61501,139,9360,155.09802,-32.27559
61502,141,9360,158.37904,-34.35091
61503,142,9360,158.15446,-35.95368
61504,143,9360,77.11596,-84.08521
61505,144,9360,94.93989,-78.41591
61506,145,9360,111.40462,-90.12365
61797,4,9390,172.10544,-38.54658
61798,5,9390,176.66281999999998,-36.86264
61799,137,9390,142.61229,-32.01021
61800,138,9390,139.54561,-36.207440000000005
61801,139,9390,156.30056000000002,-33.67925
61802,141,9390,159.93469,-34.83543
61803,142,9390,159.5356,-37.33531
61804,143,9390,62.019119999999994,-92.87344
61805,144,9390,78.0236,-87.50731999999999
61806,145,9390,105.55814,-93.52441
62092,4,9420,172.10544,-38.54658
62093,5,9420,176.66281999999998,-36.86264
62094,137,9420,141.70713,-33.16466
62095,138,9420,138.81348,-37.18108
62096,139,9420,157.58623,-35.120470000000005
62097,141,9420,161.39611000000002,-35.28314
62098,142,9420,160.80841,-38.47202
62099,144,9420,60.8238,-97.5068
62100,145,9420,99.41178000000001,-96.51323000000001
62101,146,9420,132.10172,-26.49523
62365,4,9450,172.10544,-38.54658
62366,5,9450,176.66281999999998,-36.86264
62367,137,9450,140.84926000000002,-34.411229999999996
62368,138,9450,138.12345,-37.909729999999996
62369,139,9450,158.8245,-36.37846
62370,141,9450,162.93598,-35.56111
62371,142,9450,161.91265,-39.422509999999996
62372,145,9450,93.46535,-99.49059
62373,146,9450,131.01507,-36.5064
62635,4,9480,172.10544,-38.54658
62636,5,9480,176.66281999999998,-36.86264
62637,137,9480,140.12932,-35.61246
62638,138,9480,137.45443999999998,-38.40847
62639,139,9480,160.0262,-37.62294
62640,141,9480,164.56847,-35.61938
62641,142,9480,163.32234,-39.78893
62642,145,9480,87.81698,-102.79157
62643,146,9480,129.61002,-44.28672
62905,4,9510,172.10544,-38.54658
62906,5,9510,176.66281999999998,-36.86264
62907,137,9510,139.45869,-36.77957
62908,138,9510,137.15884,-38.7752
62909,139,9510,161.22701999999998,-38.65524
62910,141,9510,166.27112,-35.506
62911,142,9510,164.94973000000002,-40.16702
62912,145,9510,81.96844,-105.51256000000001
62913,146,9510,128.54701,-49.881859999999996
63204,4,9540,172.10544,-38.54658
63205,5,9540,176.66281999999998,-36.86264
63206,137,9540,138.91416,-37.98473
63207,138,9540,137.17603,-38.743320000000004
63208,139,9540,162.39676,-39.77459
63209,141,9540,167.91568,-35.10011
63210,142,9540,166.1456,-41.734
63211,145,9540,75.86702,-107.93399
63212,146,9540,127.60673999999999,-52.84871999999999
63213,147,9540,158.30132,-48.93632
63504,4,9570,172.10544,-38.54658
63505,5,9570,176.66281999999998,-36.86264
63506,137,9570,138.36206,-39.13247
63507,138,9570,137.16836999999998,-38.75761
63508,139,9570,162.95065,-40.18461
63509,141,9570,169.46894,-34.670809999999996
63510,142,9570,166.96146000000002,-43.71032
63511,145,9570,69.99566999999999,-110.42783999999999
63512,146,9570,126.407,-54.91613
63513,147,9570,138.54512,-57.05539
63831,4,9600,172.10544,-38.54658
63832,5,9600,176.66281999999998,-36.86264
63833,137,9600,137.84493999999998,-40.166090000000004
63834,138,9600,137.17493000000002,-38.7633
63835,139,9600,163.52488,-40.20386
63836,141,9600,171.08913,-34.18795
63837,142,9600,167.75003999999998,-45.74003
63838,146,9600,123.42375,-58.201919999999994
63839,147,9600,118.79901000000001,-65.31339
63840,148,9600,137.89858,-63.42703
64131,4,9630,172.10544,-38.54658
64132,5,9630,176.66281999999998,-36.86264
64133,137,9630,136.96905,-41.04654
64134,138,9630,137.16593,-38.75878
64135,139,9630,164.53048,-40.05158
64136,141,9630,172.75682,-33.64992
64137,142,9630,168.33678999999998,-47.88989
64138,146,9630,117.45958,-62.618280000000006
64139,147,9630,99.00085,-73.75243
64140,148,9630,143.73497,-54.799409999999995
64431,4,9660,172.10544,-38.54658
64432,5,9660,176.66281999999998,-36.86264
64433,137,9660,136.17547,-41.783390000000004
